hypothesis_id,null_kind,domain,seed_tag,split_regime,layer,adaptive_k,perm_idx,null_value
H142,sectional_row_shuffle,external_lung,seed43,dual_axis_disjoint,11,10,0,-0.022705030338617926
H142,sectional_row_shuffle,external_lung,seed43,dual_axis_disjoint,11,10,1,-0.02818555490311203
H142,sectional_row_shuffle,external_lung,seed43,dual_axis_disjoint,11,10,2,-0.026815423761988533
H142,sectional_row_shuffle,external_lung,seed43,dual_axis_disjoint,11,10,3,-0.01820317087492651
H142,sectional_row_shuffle,external_lung,seed43,dual_axis_disjoint,11,10,4,-0.04462712859659412
H142,sectional_row_shuffle,external_lung,seed43,dual_axis_disjoint,11,10,5,-0.022313564298297006
H142,sectional_row_shuffle,external_lung,seed43,dual_axis_disjoint,11,10,6,-0.03249168134664315
H142,sectional_row_shuffle,external_lung,seed43,dual_axis_disjoint,11,10,7,-0.040712468193384144
H142,sectional_row_shuffle,external_lung,seed44,dual_axis_disjoint,11,10,0,-0.027570480928689967
H142,sectional_row_shuffle,external_lung,seed44,dual_axis_disjoint,11,10,1,-0.06343283582089554
H142,sectional_row_shuffle,external_lung,seed44,dual_axis_disjoint,11,10,2,-0.06799336650082921
H142,sectional_row_shuffle,external_lung,seed44,dual_axis_disjoint,11,10,3,-0.022388059701492602
H142,sectional_row_shuffle,external_lung,seed44,dual_axis_disjoint,11,10,4,-0.008084577114427893
H142,sectional_row_shuffle,external_lung,seed44,dual_axis_disjoint,11,10,5,-0.04270315091210619
H142,sectional_row_shuffle,external_lung,seed44,dual_axis_disjoint,11,10,6,-0.0043532338308458485
H142,sectional_row_shuffle,external_lung,seed44,dual_axis_disjoint,11,10,7,-0.03482587064676623
H142,sectional_row_shuffle,external_lung,seed42_main,source_disjoint,11,11,0,-0.01503836317135554
H142,sectional_row_shuffle,external_lung,seed42_main,source_disjoint,11,11,1,-0.013913043478260945
H142,sectional_row_shuffle,external_lung,seed42_main,source_disjoint,11,11,2,-0.01145780051150913
H142,sectional_row_shuffle,external_lung,seed42_main,source_disjoint,11,11,3,0.0009207161125318608
H142,sectional_row_shuffle,external_lung,seed42_main,source_disjoint,11,11,4,-0.008695652173913104
H142,sectional_row_shuffle,external_lung,seed42_main,source_disjoint,11,11,5,0.000511508951406614
H142,sectional_row_shuffle,external_lung,seed42_main,source_disjoint,11,11,6,-0.0098209718670077
H142,sectional_row_shuffle,external_lung,seed42_main,source_disjoint,11,11,7,-0.006956521739130417
H142,sectional_row_shuffle,external_lung,seed43,source_disjoint,11,10,0,-0.015708970649028653
H142,sectional_row_shuffle,external_lung,seed43,source_disjoint,11,10,1,-0.025423728813559365
H142,sectional_row_shuffle,external_lung,seed43,source_disjoint,11,10,2,-0.03338156262918557
H142,sectional_row_shuffle,external_lung,seed43,source_disjoint,11,10,3,0.06262918561388997
H142,sectional_row_shuffle,external_lung,seed43,source_disjoint,11,10,4,0.0009301364200081652
H142,sectional_row_shuffle,external_lung,seed43,source_disjoint,11,10,5,0.012195121951219412
H142,sectional_row_shuffle,external_lung,seed43,source_disjoint,11,10,6,-0.005270773046713639
H142,sectional_row_shuffle,external_lung,seed43,source_disjoint,11,10,7,0.0004133939644480611
H142,sectional_row_shuffle,external_lung,seed44,source_disjoint,11,11,0,-0.011186371100164294
H142,sectional_row_shuffle,external_lung,seed44,source_disjoint,11,11,1,-0.01652298850574707
H142,sectional_row_shuffle,external_lung,seed44,source_disjoint,11,11,2,-0.002770935960591081
H142,sectional_row_shuffle,external_lung,seed44,source_disjoint,11,11,3,-0.020730706075533734
H142,sectional_row_shuffle,external_lung,seed44,source_disjoint,11,11,4,-0.04156403940886699
H142,sectional_row_shuffle,external_lung,seed44,source_disjoint,11,11,5,-0.0267857142857143
H142,sectional_row_shuffle,external_lung,seed44,source_disjoint,11,11,6,-0.011083743842364435
H142,sectional_row_shuffle,external_lung,seed44,source_disjoint,11,11,7,-0.018165024630541815
H142,sectional_row_shuffle,external_lung,seed42_main,target_disjoint,11,10,0,-0.017614601018675846
H142,sectional_row_shuffle,external_lung,seed42_main,target_disjoint,11,10,1,-0.0015916808149407657
H142,sectional_row_shuffle,external_lung,seed42_main,target_disjoint,11,10,2,-0.010292869269949101
H142,sectional_row_shuffle,external_lung,seed42_main,target_disjoint,11,10,3,-0.02514855687606099
H142,sectional_row_shuffle,external_lung,seed42_main,target_disjoint,11,10,4,-0.02949915110356527
H142,sectional_row_shuffle,external_lung,seed42_main,target_disjoint,11,10,5,-0.02143463497453313
H142,sectional_row_shuffle,external_lung,seed42_main,target_disjoint,11,10,6,-0.0008488964346351491
H142,sectional_row_shuffle,external_lung,seed42_main,target_disjoint,11,10,7,-0.016659592529711498
H142,sectional_row_shuffle,external_lung,seed43,target_disjoint,11,10,0,-0.01719015280135816
H142,sectional_row_shuffle,external_lung,seed43,target_disjoint,11,10,1,-0.011672325976230913
H142,sectional_row_shuffle,external_lung,seed43,target_disjoint,11,10,2,-0.0010611205432936588
H142,sectional_row_shuffle,external_lung,seed43,target_disjoint,11,10,3,-0.01252122241086584
H142,sectional_row_shuffle,external_lung,seed43,target_disjoint,11,10,4,-0.00456281833616301
H142,sectional_row_shuffle,external_lung,seed43,target_disjoint,11,10,5,-0.01697792869269943
H142,sectional_row_shuffle,external_lung,seed43,target_disjoint,11,10,6,-0.03480475382003401
H142,sectional_row_shuffle,external_lung,seed43,target_disjoint,11,10,7,-0.014537351443123958
H142,sectional_row_shuffle,external_lung,seed44,target_disjoint,11,11,0,0.003854166666666603
H142,sectional_row_shuffle,external_lung,seed44,target_disjoint,11,11,1,-0.005625000000000102
H142,sectional_row_shuffle,external_lung,seed44,target_disjoint,11,11,2,-0.014687500000000075
H142,sectional_row_shuffle,external_lung,seed44,target_disjoint,11,11,3,0.0016666666666667052
H142,sectional_row_shuffle,external_lung,seed44,target_disjoint,11,11,4,-0.012395833333333384
H142,sectional_row_shuffle,external_lung,seed44,target_disjoint,11,11,5,0.0026041666666666297
H142,sectional_row_shuffle,external_lung,seed44,target_disjoint,11,11,6,-0.002187500000000009
H142,sectional_row_shuffle,external_lung,seed44,target_disjoint,11,11,7,-0.010312500000000058
H142,sectional_row_shuffle,immune,seed42_main,dual_axis_disjoint,11,8,0,0.016101207590569322
H142,sectional_row_shuffle,immune,seed42_main,dual_axis_disjoint,11,8,1,0.030764807360551982
H142,sectional_row_shuffle,immune,seed42_main,dual_axis_disjoint,11,8,2,-0.016101207590569322
H142,sectional_row_shuffle,immune,seed42_main,dual_axis_disjoint,11,8,3,0.038240368027602
H142,sectional_row_shuffle,immune,seed42_main,dual_axis_disjoint,11,8,4,0.020414031052328863
H142,sectional_row_shuffle,immune,seed42_main,dual_axis_disjoint,11,8,5,0.0037377803335250093
H142,sectional_row_shuffle,immune,seed42_main,dual_axis_disjoint,11,8,6,0.020989074180563505
H142,sectional_row_shuffle,immune,seed42_main,dual_axis_disjoint,11,8,7,0.03665899942495687
H142,sectional_row_shuffle,immune,seed43,dual_axis_disjoint,11,9,0,-0.002376292982946504
H142,sectional_row_shuffle,immune,seed43,dual_axis_disjoint,11,9,1,0.02082750908582598
H142,sectional_row_shuffle,immune,seed43,dual_axis_disjoint,11,9,2,-0.01244059267542641
H142,sectional_row_shuffle,immune,seed43,dual_axis_disjoint,11,9,3,0.014117975957506301
H142,sectional_row_shuffle,immune,seed43,dual_axis_disjoint,11,9,4,-0.0036343304445065616
H142,sectional_row_shuffle,immune,seed43,dual_axis_disjoint,11,9,5,0.013139502376293022
H142,sectional_row_shuffle,immune,seed43,dual_axis_disjoint,11,9,6,0.012580374615599688
H142,sectional_row_shuffle,immune,seed43,dual_axis_disjoint,11,9,7,-0.018590998043052753
H142,sectional_row_shuffle,immune,seed44,dual_axis_disjoint,11,9,0,0.025301897642323046
H142,sectional_row_shuffle,immune,seed44,dual_axis_disjoint,11,9,1,-0.018832662449683957
H142,sectional_row_shuffle,immune,seed44,dual_axis_disjoint,11,9,2,0.0007188039102931087
H142,sectional_row_shuffle,immune,seed44,dual_axis_disjoint,11,9,3,0.0023001725129383477
H142,sectional_row_shuffle,immune,seed44,dual_axis_disjoint,11,9,4,0.003306497987348833
H142,sectional_row_shuffle,immune,seed44,dual_axis_disjoint,11,9,5,-0.001581368602645461
H142,sectional_row_shuffle,immune,seed44,dual_axis_disjoint,11,9,6,-0.024870615296147203
H142,sectional_row_shuffle,immune,seed44,dual_axis_disjoint,11,9,7,-0.0005750431282346424
H142,sectional_row_shuffle,lung,seed42_main,source_disjoint,11,8,0,-0.003058103975535187
H142,sectional_row_shuffle,lung,seed42_main,source_disjoint,11,8,1,-0.012976279031324811
H142,sectional_row_shuffle,lung,seed42_main,source_disjoint,11,8,2,0.0002479543763947989
H142,sectional_row_shuffle,lung,seed42_main,source_disjoint,11,8,3,-0.015703777171667155
H142,sectional_row_shuffle,lung,seed42_main,source_disjoint,11,8,4,-0.008926357550210762
H142,sectional_row_shuffle,lung,seed42_main,source_disjoint,11,8,5,0.0028928010579385433
H142,sectional_row_shuffle,lung,seed42_main,source_disjoint,11,8,6,-0.024547483263079872
H142,sectional_row_shuffle,lung,seed42_main,source_disjoint,11,8,7,-0.0028928010579386543
H142,sectional_row_shuffle,lung,seed43,source_disjoint,11,8,0,-0.054467311348045166
H142,sectional_row_shuffle,lung,seed43,source_disjoint,11,8,1,-0.026283163897842687
H142,sectional_row_shuffle,lung,seed43,source_disjoint,11,8,2,-0.036201338953632534
H142,sectional_row_shuffle,lung,seed43,source_disjoint,11,8,3,-0.02793619307380779
H142,sectional_row_shuffle,lung,seed43,source_disjoint,11,8,4,-0.031655508719728775
H142,sectional_row_shuffle,lung,seed43,source_disjoint,11,8,5,-0.02008430448797416
H142,sectional_row_shuffle,lung,seed43,source_disjoint,11,8,6,-0.05099595007851887
H142,sectional_row_shuffle,lung,seed43,source_disjoint,11,8,7,-0.02471278618067596
H142,sectional_row_shuffle,lung,seed44,source_disjoint,11,8,0,-0.012235449735449766
H142,sectional_row_shuffle,lung,seed44,source_disjoint,11,8,1,-0.020916005291005346
H142,sectional_row_shuffle,lung,seed44,source_disjoint,11,8,2,0.009589947089947093
H142,sectional_row_shuffle,lung,seed44,source_disjoint,11,8,3,-0.00347222222222221
H142,sectional_row_shuffle,lung,seed44,source_disjoint,11,8,4,0.0
H142,sectional_row_shuffle,lung,seed44,source_disjoint,11,8,5,-0.005291005291005235
H142,sectional_row_shuffle,lung,seed44,source_disjoint,11,8,6,-0.011243386243386166
H142,sectional_row_shuffle,lung,seed44,source_disjoint,11,8,7,0.010830026455026398
H142,sectional_row_shuffle,lung,seed42_main,target_disjoint,11,8,0,-0.030446428571428763
H142,sectional_row_shuffle,lung,seed42_main,target_disjoint,11,8,1,-0.016160714285714195
H142,sectional_row_shuffle,lung,seed42_main,target_disjoint,11,8,2,-0.013214285714285734
H142,sectional_row_shuffle,lung,seed42_main,target_disjoint,11,8,3,-0.005892857142857033
H142,sectional_row_shuffle,lung,seed42_main,target_disjoint,11,8,4,-0.0035714285714285587
H142,sectional_row_shuffle,lung,seed42_main,target_disjoint,11,8,5,-0.00374999999999992
H142,sectional_row_shuffle,lung,seed42_main,target_disjoint,11,8,6,-0.003928571428571392
H142,sectional_row_shuffle,lung,seed42_main,target_disjoint,11,8,7,0.012232142857142914
H142,sectional_row_shuffle,lung,seed43,target_disjoint,11,8,0,-0.010160919540229907
H142,sectional_row_shuffle,lung,seed43,target_disjoint,11,8,1,-0.023954022988505685
H142,sectional_row_shuffle,lung,seed43,target_disjoint,11,8,2,-0.004275862068965575
H142,sectional_row_shuffle,lung,seed43,target_disjoint,11,8,3,-0.014114942528735575
H142,sectional_row_shuffle,lung,seed43,target_disjoint,11,8,4,0.0019770114942528894
H142,sectional_row_shuffle,lung,seed43,target_disjoint,11,8,5,-0.011908045977011561
H142,sectional_row_shuffle,lung,seed43,target_disjoint,11,8,6,-0.007402298850574751
H142,sectional_row_shuffle,lung,seed43,target_disjoint,11,8,7,-0.020551724137930938
H142,sectional_row_shuffle,lung,seed44,target_disjoint,11,9,0,-0.013915073166352543
H142,sectional_row_shuffle,lung,seed44,target_disjoint,11,9,1,-0.014184397163120588
H142,sectional_row_shuffle,lung,seed44,target_disjoint,11,9,2,-0.02316186372205775
H142,sectional_row_shuffle,lung,seed44,target_disjoint,11,9,3,-0.002962563964449272
H142,sectional_row_shuffle,lung,seed44,target_disjoint,11,9,4,-0.013735523835173846
H142,sectional_row_shuffle,lung,seed44,target_disjoint,11,9,5,-0.024149385043540805
H142,sectional_row_shuffle,lung,seed44,target_disjoint,11,9,6,-0.03061316096597555
H142,sectional_row_shuffle,lung,seed44,target_disjoint,11,9,7,-0.015531017146961257
